,score,cluster,review
66742,2.0,1,"음.. 대게나라 건물
1. 탕수육은 진짜 맛있어요 별4개
2. 새우튀김 맛있어요  그런데 소스가 범벅ㅜㅜ
3. 테이블 세팅, 서빙, 식기..
왜 JS 가든처럼 되는 곳은 평촌에 없는걸까요...
별2개...
4.  코스요리가 다 별루..
누룽지탕, 차가운 그 비린...아...
5. 단무지 나오는 그런 그릇에
코스요리 대부분이 덜어져서 줄줄 나오는데
흠.. 싼 동네 중국집 느낌...

새로생겨(2020.12월) 내부가 깨끗은 해요..

탕수육 맛있어요 정말 고기가 실해요
소스도 👍"
66749,2.0,1,그냥 짜장면집...!
66751,2.0,1,블러그와 많이 다름에 실망ㅠ
66752,2.0,1,옛날 김치찌개맛이 아니라 아쉽네요
66765,2.0,1,"크기만 함, 이 돈 주고 먹을 이유를 찾을 수가 없음"
66770,2.0,1,"으이~ 별로네요
여느 쌈밥집보다 못해요"
66771,2.0,1,카라멜 삼겹살인가 먹었는데 짜서 혼났다
66773,2.0,1,반찬은 리필이 되서 좋은데 반찬 그릇이 쓸데없이 커요 여유자리가 없을 정도로..ㅠ  고기에서 냄새가 많이 나요. 냉동을 쓰는 것까지는 좋은데.. 미리 해놓았다가 데워 나오는 것도 같고...암튼 메인반찬인 고기는 별로..
66781,2.0,1,"예전 생각나서 얼큰한게 땡겨서 감~

일단 사람이 제법 있었고~

테이블 가스렌지 부분은 좀 더럽긴 했네요.

반찬도 신선하지 못한거 같고 특히 깍뚜기나 김치 맛 없었음ㅜㅜ

서빙도 좀 그렇고 무튼... 예전이랑 좀 달라진듯.

맛은 그냥  평타. 양은 넉넉합니다.

일부러 찾아가서 먹긴 그렇지만 근처 가다가 한번은

가볼만한곳."
66784,2.0,1,예전엔 수내동에서 제법 유명한 초밥집이었는데 이젠 가격도 비싸지고 다른 초밥집에 비해 경쟁례이 없네요 비추
66790,2.0,1,가격도 좋고 앗싯고 아침 일찍 일어나 숙취해에 끗네주는 콩나물 해장국 입니다.
66793,2.0,1,"스타필드 하남에 갈 때마다 자주 가는 편입니다.
한 4번인가? 5번인가 방문 했었는데요.
예전에는 같은 180g 시켜도 고기 양이 만족스러웠는데,
최근에 갔다가 같은 180g을 시켰는데 양이 눈에 띄게 줄었더라고요
알바가 150g짜리로 잘못 주문 넣은건 아닐테고...(설마?)
맛도 꽤 없어졌습니다.
먹고 나오면서 실망했습니다.
주방장님이 바뀌신건가...
다음에 가자고 하면 예전에는 바로 가자! 라고 할텐데 이제는 좀 고민하고  망설여지겠네요.
아쉽습니다."
66794,2.0,1,"입맛에 맞는게 없어요. 막국수, 닭 무침등"
66796,2.0,1,"오늘 다녀왓는데 정말 왜 이곳을 추천하는지 이해안김. 내 이탈리아에서 살아봐서 좀 이해해볼려해도 도무지, 값이 비싸면 가치를 해야하는데 도무지 어디서 그가치를 찾아야하는지...글쎄...맛잇던가, 특색이맀던가, 양이많던가, 재료가 좋던가, 동네가비싼동네던가? 하나도 해당이 안됨.
그저이탈라아레스토랑이라 폼만잡음. 피자는 타서 검뎅이를 떼어냈고, 생크림을 올려서 엄청달고, 관자파스타는 관자만 빼고 안익고, 엄청 짜고, 파스타가 질겨서 못먹겟다고 함. 이름도이상한 다른파스타는 크림소스가 아까웠는지 코딱지만큼써서 맛이없고, 이 파스타역시 안익어서 딱딱 함. 무슨 밀가루만 먹다가 온 느낌. 왜갔는지 정말 후회함. 똥폼잡는거 아니라면 절대로 추천 못하겠네요...주인님도 좀 생각하셔서 음식을 만들었으면...손님들 호구 만들지 마시고...
집에와서 먹은 라면이 더 맛잇어요~~ㅠㅠ"
66798,2.0,1,이젠 끝
66804,2.0,1,전에는 괜찮았으나 이제는  소고기 가성비나 질이 떨어졌네요.
66808,2.0,1,방송타기 전에 가봤는데 왜 방송탔는지 이해 안 감
66810,2.0,1,그냥 별로 소래 마른병어 포 3장만원 사지마세요 못 먹어요
66812,2.0,1,"가끔 가는데
오늘 좋았어요"
66813,2.0,1,"전반적으로 메뉴가 비싸다. 그렇다고 딱히 엄청 맛나거나 엄청 고급재료를 쓰는건 아니다.
소주의 경우 참이슬이나 처음처럼 을 팔지 않고 대선이나 푸른밤, 한라산과 같은 술을 판다."
66818,2.0,1,짜장면 싱겁습니다. 탕수육은 그냥 어느 동네나 있는 탕수육 맛이네요. 테이블이 깔끔하고 주인 아주머니가 친절하신 것만 좋았습니다.
66820,2.0,1,유명한거 대비..쏘쏘.. 조미료 많이 쓰시는듯.. 먹고나서 물이 많이 땡겼어요. ㅠㅜ
66826,2.0,1,먹어보지 못한 김밥맛..우거지 김밥은 흙내가 강해 호불호가 있을수 있고. 코다리 초밥은 미나리가 들어가 있어 식감은 좋으나 코다리양념이 강함...김밥가격 4천원에 자주 찾을맛은 아님
66831,2.0,1,"분당 판교 홍박사로 가세요.
홍박사가 훨씬 낫네요.
일단 가격  절대 저렴한것이 아님.
모듬기준 그람당 가격이 저렴해보일지모르지만
고기 질이 진짜 별로임

재방문의사없음."
66834,2.0,1,"나름 통닭 매니아임 객관적으로 평가하겠음
19년 1월기준 후라이드 16000원

장점
교촌같이 작은닭이 아니라 푸짐함

똥집 3개정도를 같이 튀겨줌

단점
푸짐해 보이지만 30프로 이상이 튀김옷
튀김옷이 너무 두껍고 딱딱함
먹다보면 튀김옷이 너무많아 느끼하고
어느순간 튀김옷을 벗겨내고 먹게됨

타 치킨보다 짬

결론
이름값에 낚인분들이 이용하는 음식점이라고 생각하기엔 손님이 너무많음...
뭔가 소비자를 끄는 요소가 뭘까 하고 생각해봤지만
네임밸류 때문에 홀려서 먹는것 같음
맛또한 뛰어나지 않음

동네 맛있는 치킨을 먹길 추천
찾아가며 먹을 정도 절대 아님"
66843,2.0,1,한우 갈비는 비쌈... 맛은 있는데 1인분(200g)에 29000원...이집은 국수가 심각함 ㅠ 밥 드셔여. 꼭 국수 드셔야 한다면 열무국수가 나음. 돼지갈비는 13900짜리랑 15900짜리 18900짜리 3종류인데 양념은 같은것 같음.
66853,2.0,1,면이 안습입니다. 배달 시켜도 이것보단 나을듯
66859,2.0,1,이사 후 맛과 분위기 떨어짐
66864,2.0,1,예전에 맛집 이었는데 그냥 비슷한 뼈 해장국을 파네요
66870,2.0,1,양은 과하고 맛은 자극적입니다..
66874,2.0,1,유명세 타니 바로  가격인상을  했네요  맛도 개인취향이지맛 매운건  단순한  외국코추가루  매운 맛이고 그다지 줄서서 기다려서  먹는다는게  이해가 되지  않네요
66875,2.0,1,콩찌개인가 그건 다 식어서 나와서 맛 없음 그냥순두부 먹을걸~~녹두전이 제일 맛남~~다신 안감
66877,2.0,1,"유명한 박나물 김밥을 먹었는데...
이미 만들어둔 것을 팔고 있었다."
66882,2.0,1,오래되고 위생상태가 좋지 못함
66887,2.0,1,과거엔 나름 맛있었는데 수입육을 쓰는지 맛이 별로예요
66888,2.0,1,비빔막국수 너무달다. 입에 안맞네.
66889,2.0,1,맛은그닥...실장님 침튀겨~
66904,2.0,1,전에 보다 양이 작아졌음
66905,2.0,1,바지락칼국수 추천받고 갔는데.. 백합으로 바꼈어요.. 조개자체가 짜고 .. 감칠맛도 그닥.  겉저리는 맛나요. 그나마.
66907,2.0,1,"전체적 그럭저럭...다음에는줄서서먹지않을듯
식사중 홀직원들ㅇ.ㅣ 눈초리가느껴짐.쫓기듯먹고나옴 ㅡㅡㅋ"
66908,2.0,1,질은밥 느끼한튀김
66910,2.0,1,김치가 제일 맛있다  나머지는 24시라 그런가 싱싱하지 않다 담부터 안온다.
66913,2.0,1,3-4번방문. 특사이즈시켜도 생선 사이즈가 점점작아짐. 가격이 약간 비싸다고 사료됨
66917,2.0,1,서울에서 흔하게 먹을 수 잇는 맜이고 양도 줄고 초심을 예전보다 많이 잃엇네요
66921,2.0,1,홀직원이 쓰레기를 버리고 손안씻음
66922,2.0,1,"예전에 그맛이 아님
변했어요"
66931,2.0,1,"애호박국밥
둘이같이 먹었는데 저한테는별루였어요
호박은 몇개보이지않고
고기는푸짐 고추장찌개약한맛"
66933,2.0,1,내입맛에 안맞음 ㅋㅋ별로임
66934,2.0,1,"판교점은 처음 방문했는데요. 다른 지점에 비해 상대적으로 실망스러운 맛입니다.

미트볼스파게티의 스파게티면은 싱겁고 잠발라야에 있는 새우는 짜고 밥은 푸석푸석했습니다.

그나마 음료와 코울슬로는 맛있었기에 2점 남김니다."
66939,2.0,1,"맛은 있으나 가격은 착하지않고 직원들이 친절하진 않음. 기본 쌈채소는 셀프라 해놓고, 상추 가격 비싸면 더 못가져가게하고, 뚜껑 닫아버림...."
66941,2.0,1,뼈해장국에서 잡냄새가 나는편임.
66947,2.0,1,"수요미식회 나온 맛집이래서 거의 한 시간 기다려서 들어갔어요..항상 기본으로 양꼬치, 온면, 꿔바로우 시켜먹는데...이 집은  양꼬치 고기 질은 괜찮았지만, 전 거의 소스 맛으로 먹기 때문에..별로였어요. 찍어먹는 소스가 짜지도 않고 쯔란을 왕창 넣어도 맛이 거의 느껴지지 않아서 맘껏 먹지  않았네요.
온면이랑 꿔바로우도 그냥  기본 맛. 쏘쏘..손님이 많아서 그런 건지, 면도 살짝 불은 거 같고 꿔바로우도 시간지나니 너무 딱딱하고 질겨져서 많이 남겼어요. 이젠 정말 수요미식회 나온 집은 안가는 걸로..
수원 영통에 있는 양꼬치 집이 계속 그리워지는 맛이었네요
..."
66950,2.0,1,"자주갑니다만,음식이컨디션에 따라 다소 흔들리는 느낌.."
66959,2.0,1,"가격대비 so so /동그랑땡 특이하고 맛남/김치,나물,잡채등은 리필이됨/그릇은 모두 도자기에 수저도 유기/그러나 의자가 청결하지않아 처음 들어가 앉으려고 할때 주저함을 불러왔슴"
66960,2.0,1,"주차장 가는 길은 버스 정류장 바로 옆길로 들어가면 위쪽과 아래쪽 두군데 주차 가능해요
닭 볶음탕은 맛이 짜고 닭 냄새가 났네요
백숙은 맛이 ㅜ ㅜ 그닥. 6명이 가서1/3정도 먹은. 것 같습니다. 시키지 말걸 ㅜ ㅜ
비오는 날이라 두툼한 파가 든 부침개 맛은 그냥 심심한 밀가루 냄새 나는 전이었고
수육도 남겼고
백숙에 딸려나온 죽만 입맛에 맞아 죽만 한그릇 먹고 나왔네요
별로 추천 하고 싶지 않네요"
66961,2.0,1,짜장면이 좀 시큼한 맛이 나서 물어보니 짜장면은 설탕을 일부러 넣지 않는다고 하더라구요. 깐풍기랑 짬뽕도 다른 곳에서도 맛볼 수 있는 수준이었습니다.
66962,2.0,1,스시 오마카세 11만원 짜리 먹었음. 내가 그 전에 김밥 1줄 먹고 들어갔는데도 후식 나올때까지 배가 안 불렀음. 특징으로 내세울만한 생선이나 조리법도 없고 그렇다고 서빙이나 인테리어가 고급진 것도 아니고.. 양이 푸짐한 건 절대 아니고.. 별로였음.
66966,2.0,1,가격대비넘비싸~일상에서먹을수있는시장표반찬들~분당수미원과넘비교된다~거긴양반식이라면여긴서민식~기름진퍼진당면.부침들..휴~실망ㅋㅋ
66971,2.0,1,칼국수 전문점 인지 알고  갔는데  어중간한 샤브샤브 집이네요
66975,2.0,1,"별로입니다. 일단 별점 높은건 리뷰이벤트 때문입니다. 겉만 뻔지르르하고 너무 시끄러웠습니다. 고기 구워주시는데 가신다면 직접 구워드세요. 미나리, 명이나물, 와사비 등 찬은 좋습니다. 그냥 다른데 가세요. 가성비 안좋습니다"
66977,2.0,1,많이 변해서 옛날같지 않음
66978,2.0,1,별로에용
66981,2.0,1,"사람많음!  겁나많음!성수기 주말에가면 1시간은 기다려야함!막국수  그냥 닝닝.!
수육은 수입고기 (네덜란드산)
명태식혜 그냥 달다달어! 넘흐 달어!
가격은 생각보단 싼듯!
이름값은 못함! 영종도에서 여기랑  해물칼국수집이 유명한데 그냥 그렇다는것만......"
66984,2.0,1,조미료 덩어리~~
66989,2.0,1,먹다가 좀 빨리 질리는 듯한 양념 갈비......그닥?
66992,2.0,1,"저에겐 너무 셔요
비빔국수 + 돈까스 조합인데 너무 셨네요"
66993,2.0,1,국수고 고기도 사실 닭인데... 그러기엔 한그릇 만원.... 너무 비싸요 ㅜㅜ 비싸도 맛있으니 먹으러가것다 정도는 아니고.... 차라리 양을 줄이고 가격을 줄이면 좋을듯한 개인적인 생각이네여
66994,2.0,1,불이나서 암것도 없어요...
66997,2.0,1,가성비 하타침... 주변에 천원짜리 회전초밥집이 백배는 나음.. 이가격이면 거기서 맘껏먹고 베스킨 아이스크림 먹을수있음
66998,2.0,1,"""너무 달다. 너무너무 달다.""
같이 간 일행 3명 모두 같은 평가였다.

그래도 손님은 많은 편이라서
별2개를 준다.

옆테이블에 의정부에 지나는 김에 부대찌개를 먹을 온 손님이 있었다.
그 분들에게 하고 있었던 말이다.
'의정부에 맛있는 부대찌개집은 많아요.
혹시 의정부에 온 김에 부대찌개를 먹으려고 한다면,
다른 집을 추천드려요.'"
66999,2.0,1,오래 계시던 할머니가 안계시네여. 짬뽕맛도 변했습니다.
67000,2.0,1,2번 갈집은 아님
67001,2.0,1,상호는 현재 바뀌었으며 제기준에는 가격대비 설렁탕과 갈비탕은 별로입니다. 갈비탕 갈비가 작은것들 토막낸 수준인데 가격은 왕갈비탕 수준이라니.....
67009,2.0,1,아 예전에는 돼지갈비 쌓는데 지금 엄청 비싸졌내요ㅠ
67015,2.0,1,해산물은 저렴하나 구매후 집에서 먹어야함 상차림비용등 부대가격이 엄청비쌈
67017,2.0,1,유명한 집으로 보이는데 곱창이 너무 질김.  삼겹살은 그런데로 만족할 수준.
67020,2.0,1,감자튀김에 소금을 너무 뿌림
67021,2.0,1,의정부 부대찌게 점점맛이 형편없네
67028,2.0,1,갈비탕 고기에서 약간 냄새가 나서... 2개
67031,2.0,1,메밀 비빔 막국수는 별로입니다.
67032,2.0,1,그냥 추억의 장소인 학생회관 뒷골목에 유일하게 지키는 추억의 맛. 하지만 포장은 하지말자. 눅눅해 지고 맛이 떨어짐. 인심은 여전히 푸짐하지만.  ㅠㅠㅠ
67039,2.0,1,김치만두에서 군내가 나던데 그냥 그랬음 ㅜ
67044,2.0,1,"위풍이 세서 자던애기 눕혀놨는데 감기심하게듬
음식도 블로거들 돈주고 올린느낌
개인적으론 다시 안갈예정"
67047,2.0,1,초밥의  생선이  그다지 신선한것  같지는 않네요.초밥을  먹고나서  느끼함을  느낀것은  처음이네요.
67050,2.0,1,전병만추천
67052,2.0,1,"소문은 소문일뿐, 그리 특출한 맛은 아니라고 봅니다.
강변에 위치한 터가 한 몫한다고 생각합니다."
67056,2.0,1,"시원한 맛에 먹었지만, 값을 계속 올려서 실망스럽다. 8천원에서 이젠 9천원..."
67067,2.0,1,호불호가 잇을듯..난별로..
67068,2.0,1,만두는  잡내가않나 좋았으나 국물은 너무밎밋했음.
67070,2.0,1,"고양시로 이사온 뒤 걸어서 한번 와봤어요. 사람이 엄청 많았고 줄도 길게 서있어서 '갈까?' 했지만 20분정도 기다리고 먹었습니다. 양이 정말 많더라구요. 저와 저희 가족 다 깨끗하게 비운사람은 없었어요.
*요리를 잘 하시는 어머니의 평으로 쓸께요*
엄마께서는 국물이 진하지도 않고, 약간 떫은맛?[멸치응아맛?? ^^;]도 나고, 사용한 멸치가 좋은 멸치가 아닌거 같다고 하시더라구요. 약간에 MSG가 들어간거 같다고 하셨고 이곳보다는 용산에있는 '돈까스잔치'가게 국물이 훨씬 진하고 깔끔한거 같다고 하셨어요.
유명하니 한번 정도는 갈만한 곳인거 같네요."
67073,2.0,1,"육대장 육계장 맛입니다 반찬 매일 똑 같고
조미료 때문인지 먹고 나면 입이 마르는 느낌"
67077,2.0,1,생선이 신선하지 않음
67085,2.0,1,와따 존니비싸드라
67086,2.0,1,탕의 그릇도 작고 뼈의 양이 몇조각 없더라~~
67088,2.0,1,맛집이라기엔 바지락칼국수는 쫌 해감도 잘 안돼서 모래도 씹히고 메밀전병은 맛있어요
67091,2.0,1,"가격은 매우저렴하다.
둘이 배불르게 먹고도 1만원정도면 된다.

다만 면이 스파게티면같이 좀 딱딱하고 쉬 퍼진다.
배고플때 자장면 한그릇만 먹으면 될듯

가성비는 따라올가게가 있을지......"
67092,2.0,1,맛집이라 가보았는데 일단 고기에서 누린네 제일 싫어하는 부분 그리고 시들어있는 양상추 셀러드 넘 합니다.두번 가고십지 않네요.
67096,2.0,1,그냥 치킨집
67097,2.0,1,갈비탕내용물이 전년보다  부실한것같아요
67098,2.0,1,"(Google 번역 제공) 괜찮 았지만 유니 짜장에는 고기가 너무 적어서 오향장육을 추천합니다.

(원문)
It was okay but the uni-jjajjang had too little meat and i recommend the 오향장육.🍱🙄"
67099,2.0,1,예전보다 게가 작아요 박하지게로 담가서 작아서 별루임
67105,2.0,1,"예전엔 두툼하니 맛있었는데 여기 주인 바뀐건가요??
간만에 갔는데 두께는 왜이리 얇아졌는지....
사진 보시는 것처럼 일반 쇠젓가락 두께와 별반 차이 없습니다...
저희만 그런가 하고 봤더니 옆 테이블에 앉으신 분도 두께보고 다른 테이블 쳐다보시던데...

공휴일은 손님도 많아 대기도 기본 한시간 막 그랬는데 오늘은 7시반쯤 갔는데 대기도 길지않아 의아하더라니.....

일부러 멀리서 맛있는 장어 먹으러 찾아가곤했는데 이젠 갈 일 없을거 같아요
쇠젓가락 두께의 장어에 실망하고 갑니다"
67109,2.0,1,"인기가 많은 이유를 잘 모르겠어요..
놋그릇에 나와서 양은 많긴한데.. 특별하게 맛있다는 느낌은 그닥.. 오히려 심심한 맛.
새우젓도 비위생적으로 담겨있음."
67116,2.0,1,여기는 맛집은 아님.. 가격이 1인분에 1만 4천원인데 주말(일요일에 가봄)에는 종업원들이 조금 정신 없고 응대가 늦는 편..가성비면에서 좋지않고 특색있는 고기집은 아님. 상추나 기타 밑반찬은 본인이 가져다 먹을 수 있게 되어있음. 고기는 얇은편...
67117,2.0,1,4만원 포장 클라스에 당황했지만 직접 빻은 생 와사비에 참치 맛 자체는 무난했음. 재방문 의사는 없음.
67124,2.0,1,호두과자가 바닥은 딱딱히 굳고 위는 말랑. 좀 그러네요.
67132,2.0,1,"주력 상품인 두부는 딱딱하고, 보쌈 고기는 질기고 딱딱하고, 전골은 그냥 매운 맛이고 깊은 맛음 없음. 가격은 비쌈."
67144,2.0,1,맛있는데 좀 느끼.
67148,2.0,1,숯 구린거 쓰나봄
67152,2.0,1,"버거.... 어디였더라 유명한 데였는데....
비싸기만하다"
67153,2.0,1,"비싼데, 김치가 내 취향이 아님. 김치가 허여멀건게 젓가락이 안가는 비쥬얼이였음.
곰탕만을 보면 그 곰탕이 그 곰탕이더라"
67161,2.0,1,"반찬  더 달라고 하시 무조건
오천원이라며  퉁명하게 말해서 ㅡㅡ
이건 아니다 싶었네요
안가요~"
67167,2.0,1,고기가 냄새남
67169,2.0,1,편육은 먹지마시길
67182,2.0,1,맛은 있으나 미나리가 너무 억셈
67183,2.0,1,글쎄...예전하곤확실히달라졌습니다. 양념소스나 무..만 보더라도 맛보다는 수익위주로 바꾼게 느껴집니다. 닭을 가게에서 토믹손질하는지 몰라도 뼈조각이 날카롭고 튀김사이에서 굴려다닙니다. 이정도 가격이라면 호식이 땡초와 후라이드 세트로 먹습니다. 외지분들이라면 한번정도 드실정도임.
67184,2.0,1,재료들이 다싸고 소스맛으로 범벅
67186,2.0,1,중동점과는 완전 다르네요..질차이가 많이나요.
67187,2.0,1,"돼지갈비.왕갈비.소갈비.
조미료를 많이 사용해서
처음 먹을때에는 단맛때문에
맛있는것으로 착각이 들었지만.
나중에는
조미료의 특유의 맛이
입안에 맴돌아서
물로 입안을 자주헹구었음.
숫불이 강해서
고기는 자주타고.밑반찬들은
손에 갈만한것들이
별로 없어서 다녀본
음식점중에서
다시는 안가고 싶은집입니다.
일 하시는 분들 한테는
죄송합니다."
67192,2.0,1,느끼함
67193,2.0,1,맛집이라고 검색해서 갔는데 사람도 엄청 많고 엄청 맛있겠구나 생각했네요. 하지만 그냥 곱창구이 맛 특별한건 없었고 그냥 곱창에 소주한잔 하고싶을때 한번쯤 들리시길. 기대는 하지마셔요
67194,2.0,1,"광어회 특대(3만원)를 먹었는데 방금잡은 활어가 아닌듯한 식감 개인적으로 양은 트레이더스에서 파는것과 비슷하니 가격은 저렴하다고 할수있으나 품질은 코스트코>트레이더스>어사출또 인거 같네요 그래도 편하게 상차려서 나오니까 이해는 됩니다
물회는 그나마 조금 나았어요 새우튀김은 미리튀긴거 재탕같은데 너무 익었구요"
67195,2.0,1,"유명하다는 새우 버거는 편의점 새우버거맛이네요.

양송이 스프를 제외하고는 그닥 맛있다는 느낌을 받지 못했네요"
67201,2.0,1,닭비린내납니다
67203,2.0,1,배고파야 맛집
67209,2.0,1,갈비탕에 갈비가 없고 다른 부위가 나옴
67210,2.0,1,전에 양도 푸짐하고 맛있어서 3번째 왔는데 뭔가   반찬  가짓수가  줄은것같네요. 안사람도 같은얘기를 하네요.
67211,2.0,1,족발이짜
67213,2.0,1,서비스는 좋았으나 초밥에 회가 신선하지 않은느낌..ㅠ 연어초밥에 올라간 양파도 오래된? 쉰맛이 남.. 같이 나온 튀김은 맛있었음 초밥을 기대하고 방문했으나 재방문 의사는 없음
67218,2.0,1,"우선 밑반찬은 만족함. 하지만 본 메인 선지국은 짜고, 예전에 비해 내용물도 그렇고, 맛이 옛날 같지않고 짜고 맛은 그냥저냥. 광주에 방일해장국 체인점이 하나 생겼으면 하네요."
67226,2.0,1,하얀짬뽕  맵지않다고 해서 먹어봤는데 맛이 해물맛도 나지않는것 같고 별로였다. 탕수육은 먹을만했던것 같다.
67227,2.0,1,활어 위주보다는 소스 위주의 초밥이 주가되고 저녁 가격대비 음식 종류나 퀄리티가 높진 않네요.
67234,2.0,1,"직원이 불친절함
손님이 말하는 메뉴를 귀담아 듣지 않아 주문이 잘못들어감
직원이 잘못을 인정하지않음
가게가 시원함
예전보다 맛이 덜함"
67239,2.0,1,왜 이렇게까지 붐비는지 모르겠음 짬뽕 국물은 맛있었으나 면이 칼국수면같은 밀가루덩어리라 따로노는 느낌이라서 별로였음 그래서 짬뽕 좋아하는 나지만 면은 거의 남기고 국물 위주로 먹음 짜장면도 마찬가지로 면때문에 따로노는것같았음 맛있다해서 갔는데 그냥 집앞 중국집갈걸 그랬다..
67245,2.0,1,"음식에 정성이 없어보이네요
빠른것도 좋지만 국밥도 아니구 주문받자마자 조리되어있던 음식이 나와요
비추에요"
67256,2.0,1,생선이씽씽한게조읍니다
67257,2.0,1,"인천에서 유명한 고기집 중 하나..
고기를 직접 잘라주고 구워 준다.
내 취향에는 조금 더 구운게 좋은듯 한데 약간 덜 굽는듯하다."
67270,2.0,1,예전보다 환경과 서비스가 더 나빠진 것같음
67277,2.0,1,"그냥 동네에서 먹을 수 있는 맛

좀 가름진 맛"
67278,2.0,1,"칼국수집인데 칼국수는 정말 별로.
4천원수준의 맛없는칼국수가 1만원.
수육도 35000원인데 양 정말 적음.
어복쟁반은 맛있으나 많이비쌈."
67279,2.0,1,신서유기에서 너무 맛있게 먹길래 일부러 한시간 운전해서 갔다 뻥이다 방송은.... 순두부는 순두부일뿐 새우젓 순두부는 짭조름 하고 부추전이 오히려 맛있었다 지나가다 먹을수있지만 일부러 올곳은 아니다 이정도맛은 동네 어디에도 많다 더우기 가격도 착하지 않다 직원은 친절하고 나름 청결하다
67281,2.0,1,메뉴가지수가 조금 모자란 기분^^;;
67282,2.0,1,맛이 덜맵게 변했어요. 아쉽습니다.
67284,2.0,1,진짜 바지락을 쓰면  더 좋을텐대요
67287,2.0,1,"평양냉면, 비싸요. 맛의 호불호가 있는집"
67292,2.0,1,맛이 예전과달라서 조금실망
67294,2.0,1,"칼국수  국물맛이 완전  아니었음
지난번엔  맛이  좋았는데.....
그래서  다시  왔는뎅,
더운날  뜨거운  칼국수 안먹는게  나을뻔...."
67295,2.0,1,"생선구이가 고등어 삼치 꽁치 조기나오는데 고등어만 맛이 있네요ㅠ밑반찬도 산으로간 고등어가 훨씬맛있어요
바도따로 시켜야해서 가격도 비싼편이네요"
67305,2.0,1,"기대 만방하구 열심히 달려 갔는데 sns에서 검색한 내용 대비 맛도 가격도 기대수준 이하 였던거 같네요~ㅠ
특히 중요한건 게가 생물이 아닌 냉동저장한 게 더군요 대 실망~ㄷㄷ
사장인지 여성분 친절도 않더라구요.."
67308,2.0,1,가격대비해  고기양보다 양파가 더많은듯
67309,2.0,1,"주인 아줌마는 친절하지 않다.
친절한척 하는 아주 요상한 아줌마."
67310,2.0,1,만두전골 예전 깊은맛 사라짐~(김치만두 아웃~~) 만두도 남기고 면사리는 그냥 반납함...
67312,2.0,1,"음식이 맛있긴 한데, 우동에 이물질이 들어가 있고, 앞접시를 주셨는데 거기에 털이 묻어있더라고요. 그래서 저는 별 2개 입니다."
67315,2.0,1,감자탕을 좋아하지만 서울식 감자탕이어서 그런지 살이 퍽퍽한 느낌이 있습니다. 간이 쎈 음식을 좋아하는 저의 입맛에는 별루인듯 합니다
67316,2.0,1,예전만 못함
67319,2.0,1,"유명한 박나물 김밥을 먹었는데...
이미 만들어둔 것을 팔고 있었다."
67321,2.0,1,사람 많은데 생각보다 돈까스 얇고 친구가 냉면 자르지말라했는데 면 잘라서나와서 빡쳣엇음 ㅋㅋ
67323,2.0,1,"입에 착착 달라붙는 식감의 고소한 진흙구이를 기대했는데... 연잎으로 감싸서인가, 식감도 별로였고 꼭 오리 백숙을 먹는 것처럼 퍽퍽했다. 진흙구이는 부드러운 식감으로 먹는 건데 그게 잘 살질 않으니 실망스러웠음.
연잎으로 감싼 게 더 비싼 이유도 모르겠다. 껍질에 연잎이 붙어서 떼어먹기도 힘들었고... 차라리 유황오리를 시키는 게 나았을 듯.
부식으로 시킨 열무국수와 누룽지도 별로였다. 특히 누룽지는 제대로 풀어지지도 않고 뭉쳐 있어서 돈받고 팔면 안될 수준이라는 아빠의 혹평..."
67326,2.0,1,"혼자가서 쭈꾸미1인분 과 볶음밥 하나 먹었는데
가격은 16000원 싼 가격은 아니죠.

예전엔 사장이 있어서 친절했던 것 같은데 지난주엔가는 직원 아줌마들이 퉁명스럽고 기계적 이네요.

다음에도 이런다면 맛집이고 뭐고 발걸음 안하려고요."
67333,2.0,1,갈비폭탄밥 먹으러 투뿔등심 방문. 상가가 다 죽음 ㅎㅎ
67335,2.0,1,실망. 수제버거라고 하기엔 콸리티가 비주얼도 맛도 떨어짐. 테이블청소하는거 보지못했고 쓰래기통은 너무차서 버리기 힘들다. 그가격에 그런버거랑 핫도그 먹는거보다 차라리 McDonalds 이나 롯데리아에서 더 맛있고 저렴하게 먹겠음
67337,2.0,1,별로 였습니다. 우리 가족의 입맛에는..
67340,2.0,1,"누룽지 닭죽을 백숙과같이나와서
안좋았어요
다 식어서 별루였어요
따로 주문시 주시면 좋을듯하내요"
67341,2.0,1,"초등학교다닐때 아버지 따라 가던곳
추억이 있던곳 입니다.

대로변에 있었는데
안쪽으로 들어가 신규 건물에 단독으로 있더군요.

물텀벙지리 중짜시켜
아이둘 어른둘 먹었습니다.

밑반찬이 몇가지 나오는데
하나도 손이 안가는 구성이였습니다.

그리고...비린맛이 많이 나더군요.
재료의 양은 비교적 푸짐했지만
그리 신선한맛이 나지 않고 잡내가 많았으며
저는 추억삼아 먹었지만
나머지 식구들은...볶음밥만 먹었네요.

예전 기억은 초장에 겨자를 섞어 먹었는데
겨자는 없애버렸더군요.
비싸지도 않은것을...

추억은 추억으로..."
67346,2.0,1,"깨끗하고 친절합니다. 짜장면만 먹었었는데... 짜장면 스타일이 고급스러운 스타일인데, 맛은 단맛이 거의 없는스타일로 호 불호가 갈릴 듯 합니다.
제 입맛에는 짜장면 먹으러는 다시 가지 않을 듯합니다."
67349,2.0,1,"밥하는 쌀이 않좋아졌네요.
김치도 시고...."
